Pattern #1 Target #1 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 22 milliseconds
Pattern #1 Target #285 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 1 milliseconds
Pattern #1 Target #286 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #287 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #288 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #289 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #290 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #291 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #292 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #293 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #294 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #295 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #296 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 2 milliseconds
Pattern #1 Target #297 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 1 milliseconds
Pattern #1 Target #298 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #299 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 1 milliseconds
Pattern #1 Target #300 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #301 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 0 milliseconds
Pattern #1 Target #302 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #303 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #304 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 1 milliseconds
Pattern #1 Target #305 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #306 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 0 milliseconds
Pattern #1 Target #307 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #308 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #309 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 0 milliseconds
Pattern #1 Target #310 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #311 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #312 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #313 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #314 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #315 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 1 milliseconds
Pattern #1 Target #316 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #317 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #318 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #319 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #320 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #321 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #322 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 8 milliseconds
Pattern #1 Target #323 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #324 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #325 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #326 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #327 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #328 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 1 milliseconds
Pattern #1 Target #329 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #330 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #331 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #332 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #333 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #334 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 0 milliseconds
Pattern #1 Target #335 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #336 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #337 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #338 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #339 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 1 milliseconds
Pattern #1 Target #340 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #341 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 1 milliseconds
Pattern #1 Target #342 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 0 milliseconds
Pattern #1 Target #343 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #344 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 1 milliseconds
Pattern #1 Target #345 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #346 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 1 milliseconds
Pattern #1 Target #347 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #348 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #349 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #350 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #351 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #352 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #353 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 1 milliseconds
Pattern #1 Target #354 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #355 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #356 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #357 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #358 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 1 milliseconds
Pattern #1 Target #359 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #360 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #361 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #362 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #363 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #364 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 0 milliseconds
Pattern #1 Target #365 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #366 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #367 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #368 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #369 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 1 milliseconds
Pattern #1 Target #370 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #371 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 1 milliseconds
Pattern #1 Target #372 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 0 milliseconds
Pattern #1 Target #373 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #374 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 1 milliseconds
Pattern #1 Target #375 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #376 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 1 milliseconds
Pattern #1 Target #377 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #378 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 0 milliseconds
Pattern #1 Target #379 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #380 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #381 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #382 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #383 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #384 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #385 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #386 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 2 milliseconds
Pattern #1 Target #387 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 1 milliseconds
Pattern #1 Target #388 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #389 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #390 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #391 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 0 milliseconds
Pattern #1 Target #392 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #393 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #394 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 1 milliseconds
Pattern #1 Target #395 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #396 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #397 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #398 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #399 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 0 milliseconds
Pattern #1 Target #400 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #401 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #402 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #403 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #404 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #405 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 1 milliseconds
Pattern #1 Target #406 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #407 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #408 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #409 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #410 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #411 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 3 milliseconds
Pattern #1 Target #412 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #413 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #414 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #415 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #416 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #417 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #418 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #419 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 1 milliseconds
Pattern #1 Target #420 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #421 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 0 milliseconds
Pattern #1 Target #422 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #423 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #424 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 1 milliseconds
Pattern #1 Target #425 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #426 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #427 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #428 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #429 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 0 milliseconds
Pattern #1 Target #430 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #431 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #432 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #433 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #434 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #435 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #436 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #437 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #438 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #439 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #440 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #441 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #442 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #443 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #444 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #445 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #446 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #447 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 1 milliseconds
Pattern #1 Target #448 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #449 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #450 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #451 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #452 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #453 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #454 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 1 milliseconds
Pattern #1 Target #455 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #456 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #457 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #458 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #459 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 0 milliseconds
Pattern #1 Target #460 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #461 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #462 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #463 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #464 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #465 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #466 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #467 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #468 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 0 milliseconds
Pattern #1 Target #469 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #470 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #471 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #472 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #473 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #474 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #475 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #476 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 2 milliseconds
Pattern #1 Target #477 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 1 milliseconds
Pattern #1 Target #478 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #479 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 1 milliseconds
Pattern #1 Target #480 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #481 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 0 milliseconds
Pattern #1 Target #482 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #483 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #484 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 1 milliseconds
Pattern #1 Target #485 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #486 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #487 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #488 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #489 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 0 milliseconds
Pattern #1 Target #490 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #491 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #492 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #493 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #494 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #495 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 1 milliseconds
Pattern #1 Target #496 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #497 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #498 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #499 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #500 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #501 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #502 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 7 milliseconds
Pattern #1 Target #503 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #504 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #505 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #506 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #507 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #508 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #509 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 1 milliseconds
Pattern #1 Target #510 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #511 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 0 milliseconds
Pattern #1 Target #512 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #513 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 0 milliseconds
Pattern #1 Target #514 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 0 milliseconds
Pattern #1 Target #515 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #516 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 0 milliseconds
Pattern #1 Target #517 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #518 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #519 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 1 milliseconds
Pattern #1 Target #520 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #521 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #522 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #523 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #524 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #525 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #526 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 0 milliseconds
Pattern #1 Target #527 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #528 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #529 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #530 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #531 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 2 milliseconds
Pattern #1 Target #532 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 8 milliseconds
Pattern #1 Target #533 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #534 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 2 milliseconds
Pattern #1 Target #535 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 4 milliseconds
Pattern #1 Target #536 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #537 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #538 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 1 milliseconds
Pattern #1 Target #539 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #540 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 2 milliseconds
Pattern #1 Target #541 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #542 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #543 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 1 milliseconds
Pattern #1 Target #544 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 0 milliseconds
Pattern #1 Target #545 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 1 milliseconds
Pattern #1 Target #546 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #547 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #548 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #549 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 1 milliseconds
Pattern #1 Target #550 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #551 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #552 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #553 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 0 milliseconds
Pattern #1 Target #554 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 1 milliseconds
Pattern #1 Target #555 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #556 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 1 milliseconds
Pattern #1 Target #557 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #558 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #559 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #560 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #561 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 3 milliseconds
Pattern #1 Target #562 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 9 milliseconds
Pattern #1 Target #563 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #564 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 3 milliseconds
Pattern #1 Target #565 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 5 milliseconds
Pattern #1 Target #566 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #567 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #568 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
